name,codename,cores,clock,socket,process,l3_cache,tdp,released
Xeon X5698,Westmere-EP,2  / 4,4.4 GHz,Socket 1366,32,12,130,2011-02-14
Xeon E7-8850,Westmere-EX,10  / 20,2000 MHz,Socket 1567,32,30,130,2011-04-03
Xeon E7-8860,Westmere-EX,10  / 20,2.276 GHz,Socket 1567,32,30,130,2011-04-03
Xeon E7-8870,Westmere-EX,10  / 20,2.4 GHz,Socket 1567,32,30,130,2011-04-03
Core i3-8145U,Whiskey Lake-U,2  / 4,2.1 to 3.9 GHz,BGA1440,10,4,28,2018-10-01
Core i5-8265U,Whiskey Lake-U,4  / 8,1.6 to 4.1 GHz,BGA1440,14,6,28,2018-10-01
Core i7-8565U,Whiskey Lake-U,4  / 8,1.8 to 4.6 GHz,BGA1440,14,8,28,2018-10-01
Pentium 4 1.3,Willamette,1,1300 MHz,Socket 478,180,N/A,52,2001-01-03
Pentium 4 1.4,Willamette,1,1400 MHz,Socket 478,180,N/A,55,2001-08-27
Pentium 4 1.4,Willamette,1,1400 MHz,Socket 423,180,N/A,55,2000-11-20
Pentium 4 1.5,Willamette,1,1500 MHz,Socket 478,180,N/A,58,2001-08-27
Pentium 4 1.5,Willamette,1,1500 MHz,Socket 423,180,N/A,58,2000-11-20
Pentium 4 1.6,Willamette,1,1600 MHz,Socket 478,180,N/A,61,2001-08-27
Pentium 4 1.6,Willamette,1,1600 MHz,Socket 423,180,N/A,61,2001-07-02
Pentium 4 1.7,Willamette,1,1700 MHz,Socket 478,180,N/A,64,2001-08-27
Pentium 4 1.7,Willamette,1,1700 MHz,Socket 423,180,N/A,64,2001-04-23
Pentium 4 1.80,Willamette,1,1800 MHz,Socket 478,180,N/A,67,2001-08-27
Pentium 4 1.8A,Willamette,1,1800 MHz,Socket 423,180,N/A,67,2001-07-02
Pentium 4 1.9,Willamette,1,1900 MHz,Socket 423,180,N/A,69,2001-08-27
Pentium 4 1.9,Willamette,1,1900 MHz,Socket 478,180,N/A,69,2001-08-27
Pentium 4 2.0,Willamette,1,2000 MHz,Socket 423,180,N/A,72,2001-08-27
Pentium 4 2.0,Willamette,1,2000 MHz,Socket 478,180,N/A,72,2001-08-27
Athlon 64 3000+,Winchester,1,1800 MHz,Socket 939,90,N/A,67,2004-10-14
Athlon 64 3200+,Winchester,1,2000 MHz,Socket 939,90,N/A,67,2004-10-14
Athlon 64 3500+,Winchester,1,2.2 GHz,Socket 939,90,N/A,67,2004-10-14
Athlon 64 3500+,Windsor,1,2.2 GHz,Socket AM2,90,N/A,62,2007-02-20
Athlon 64 3800+,Windsor,1,2.4 GHz,Socket AM2,90,N/A,62,2007-02-20
Athlon 64 4000+,Windsor,1,2.6 GHz,Socket AM2,90,N/A,62,2007-02-20
Athlon 64 FX-62,Windsor,2,2.8 GHz,Socket AM2,90,N/A,125,2006-05-23
Athlon 64 FX-70,Windsor,2,2.6 GHz,Socket F,90,N/A,125,2006-11-30
Athlon 64 FX-72,Windsor,2,2.8 GHz,Socket F,90,N/A,125,2006-11-30
Athlon 64 FX-74,Windsor,2,3 GHz,Socket F,90,N/A,125,2006-11-30
Athlon 64 FX-76,Windsor,2,3.2 GHz,Socket F,90,N/A,125,2006-11-01
Athlon 64 LE-1600,Windsor,1,2.2 GHz,Socket AM2,90,N/A,45,2007-10-08
Athlon 64 LE-1620,Windsor,1,2.4 GHz,Socket AM2,90,N/A,45,2007-10-08
Athlon 64 LE-1640,Windsor,1,2.6 GHz,Socket AM2,90,N/A,45,2007-10-08
Athlon 64 X2 3600+ EE,Windsor,2,2000 MHz,Socket AM2,90,N/A,65,2006-08-01
Athlon 64 X2 3800+,Windsor,2,2000 MHz,Socket AM2,90,N/A,89,2006-05-23
Athlon 64 X2 3800+ EE,Windsor,2,2000 MHz,Socket AM2,90,N/A,65,2006-05-23
Athlon 64 X2 3800+ EE SFF,Windsor,2,2000 MHz,Socket AM2,90,N/A,35,2006-05-23
Athlon 64 X2 4000+,Windsor,2,2000 MHz,Socket AM2,90,N/A,89,2006-05-23
Athlon 64 X2 4000+ EE,Windsor,2,2000 MHz,Socket AM2,90,N/A,65,2006-05-23
Athlon 64 X2 4200+,Windsor,2,2.2 GHz,Socket AM2,90,N/A,89,2006-05-23
Athlon 64 X2 4200+ EE,Windsor,2,2.2 GHz,Socket AM2,90,N/A,65,2006-05-23
Athlon 64 X2 4400+,Windsor,2,2.2 GHz,Socket AM2,90,N/A,89,2006-05-23
Athlon 64 X2 4400+ EE,Windsor,2,2.2 GHz,Socket AM2,90,N/A,65,2006-05-23
Athlon 64 X2 4600+,Windsor,2,2.4 GHz,Socket AM2,90,N/A,89,2006-05-23
Athlon 64 X2 4600+ EE,Windsor,2,2.4 GHz,Socket AM2,90,N/A,65,2006-05-23
Athlon 64 X2 4800+,Windsor,2,2.4 GHz,Socket AM2,90,N/A,89,2006-05-23
Athlon 64 X2 4800+ EE,Windsor,2,2.4 GHz,Socket AM2,90,N/A,65,2006-05-23
Athlon 64 X2 5000+,Windsor,2,2.6 GHz,Socket AM2,90,N/A,89,2006-05-23
Athlon 64 X2 5000+ EE,Windsor,2,2.6 GHz,Socket AM2,90,N/A,65,2006-09-06
Athlon 64 X2 5000+ EE,Windsor,2,2.6 GHz,Socket AM2,90,N/A,65,2007-02-01
Athlon 64 X2 5200+,Windsor,2,2.6 GHz,Socket AM2,90,N/A,89,2006-09-06
Athlon 64 X2 5200+ EE,Windsor,2,2.6 GHz,Socket AM2,90,N/A,65,2006-09-06
Athlon 64 X2 5400+,Windsor,2,2.8 GHz,Socket AM2,90,N/A,89,2006-12-12
Athlon 64 X2 5600+,Windsor,2,2.8 GHz,Socket AM2,90,N/A,89,2006-12-12
Athlon 64 X2 6000+,Windsor,2,3 GHz,Socket AM2,90,N/A,125,2007-02-20
Athlon 64 X2 6400+ BE,Windsor,2,3.2 GHz,Socket AM2,90,N/A,125,2007-08-20
Celeron E3200,Wolfdale,2,2.4 GHz,Socket 775,45,N/A,65,2009-08-30
Celeron E3300,Wolfdale,2,2.5 GHz,Socket 775,45,N/A,65,2009-08-30
Celeron E3400,Wolfdale,2,2.6 GHz,Socket 775,45,N/A,65,2010-01-17
Celeron E3500,Wolfdale,2,2.7 GHz,Socket 775,45,N/A,65,2010-08-29
Core 2 Duo E7200,Wolfdale,2,2.533 GHz,Socket 775,45,N/A,65,2008-04-20
Core 2 Duo E7300,Wolfdale,2,2.667 GHz,Socket 775,45,N/A,65,2008-08-10
Core 2 Duo E7400,Wolfdale,2,2.8 GHz,Socket 775,45,N/A,65,2008-10-10
Core 2 Duo E7500,Wolfdale,2,2.933 GHz,Socket 775,45,N/A,65,2009-01-10
Core 2 Duo E7600,Wolfdale,2,3.067 GHz,Socket 775,45,N/A,65,2009-05-10
Core 2 Duo E8190,Wolfdale,2,2.667 GHz,Socket 775,45,N/A,65,2008-01-01
Core 2 Duo E8200,Wolfdale,2,2.667 GHz,Socket 775,45,N/A,65,2008-01-01
Core 2 Duo E8300,Wolfdale,2,2.833 GHz,Socket 775,45,N/A,65,2008-04-01
Core 2 Duo E8400,Wolfdale,2,3 GHz,Socket 775,45,N/A,65,2008-01-01
Core 2 Duo E8500,Wolfdale,2,3.166 GHz,Socket 775,45,N/A,65,2008-01-01
Core 2 Duo E8600,Wolfdale,2,3.333 GHz,Socket 775,45,N/A,65,2008-08-08
Pentium Dual-Core E2210,Wolfdale,2,2.2 GHz,Socket 775,45,N/A,65,2009-06-01
Pentium E5200,Wolfdale,2,2.5 GHz,Socket 775,45,N/A,65,2008-08-31
Pentium E5300,Wolfdale,2,2.6 GHz,Socket 775,45,N/A,65,2008-11-30
Pentium E5400,Wolfdale,2,2.7 GHz,Socket 775,45,N/A,65,2009-01-18
Pentium E5500,Wolfdale,2,2.8 GHz,Socket 775,45,N/A,65,2010-04-18
Pentium E5700,Wolfdale,2,3 GHz,Socket 775,45,N/A,65,2010-08-08
Pentium E5800,Wolfdale,2,3.2 GHz,Socket 775,45,N/A,65,2010-11-28
Pentium E6300,Wolfdale,2,2.8 GHz,Socket 775,45,N/A,65,2009-05-09
Pentium E6500,Wolfdale,2,2.933 GHz,Socket 775,45,N/A,65,2009-08-09
Pentium E6500K,Wolfdale,2,2.933 GHz,Socket 775,45,N/A,65,2009-08-09
Pentium E6600,Wolfdale,2,3.067 GHz,Socket 775,45,N/A,65,2010-01-17
Pentium E6700,Wolfdale,2,3.2 GHz,Socket 775,45,N/A,65,2010-05-30
Pentium E6800,Wolfdale,2,3.333 GHz,Socket 775,45,N/A,65,2010-08-29
Xeon 5110,Woodcrest,2,1600 MHz,Socket 771,65,N/A,65,2006-06-26
Xeon 5120,Woodcrest,2,1866 MHz,Socket 771,65,N/A,65,2006-06-26
Xeon 5130,Woodcrest,2,2000 MHz,Socket 771,65,N/A,65,2006-06-26
Xeon 5140,Woodcrest,2,2.333 GHz,Socket 771,65,N/A,65,2006-06-26
Xeon 5148,Woodcrest,2,2.333 GHz,Socket 771,65,N/A,40,2006-06-26
Xeon 5150,Woodcrest,2,2.666 GHz,Socket 771,65,N/A,65,2006-06-26
Xeon 5160,Woodcrest,2,3 GHz,Socket 771,65,N/A,80,2006-06-26
Core Duo LV L2300,Yonah,2,1500 MHz,Socket 479,65,N/A,15,2006-01-05
Core Duo LV L2400,Yonah,2,1666 MHz,Socket 479,65,N/A,15,2006-01-05
Core Duo LV L2500,Yonah,2,1833 MHz,Socket 479,65,N/A,15,2006-09-03
Core Duo T2050,Yonah,2,1600 MHz,Socket 479,65,N/A,31,2005-05-01
Core Duo T2250,Yonah,2,1733 MHz,Socket 479,65,N/A,31,2006-05-01
Core Duo T2300,Yonah,2,1660 MHz,Socket 479,65,N/A,31,2006-01-05
Core Duo T2400,Yonah,2,1826 MHz,Socket 479,65,N/A,31,2006-01-05
Core Duo T2500,Yonah,2,1992 MHz,Socket 479,65,N/A,31,2006-01-05
Core Duo T2600,Yonah,2,2.166 GHz,Socket 479,65,N/A,31,2006-01-05
Core Duo T2700,Yonah,2,2.333 GHz,Socket 479,65,N/A,31,2006-06-28
Core Duo ULV L2400,Yonah,2,1066 MHz,Socket 479,65,N/A,9,2006-09-03
Core Duo ULV L2500,Yonah,2,1200 MHz,Socket 479,65,N/A,9,2006-06-28
Core Solo T1200,Yonah,1,1500 MHz,Socket 479,65,N/A,27,2006-01-05
Core Solo T1300,Yonah,1,1660 MHz,Socket 479,65,N/A,27,2006-01-05
Core Solo T1350,Yonah,1,1866 MHz,Socket 479,65,N/A,27,2006-01-05
Core Solo T1400,Yonah,1,1833 MHz,Socket 479,65,N/A,27,2006-01-05
Core Solo ULV U1300,Yonah,1,1066 MHz,Socket 479,65,N/A,5,2006-04-19
Core Solo ULV U1400,Yonah,1,1200 MHz,Socket 479,65,N/A,5,2006-04-19
Core Solo ULV U1500,Yonah,1,1333 MHz,Socket 479,65,N/A,5,2006-04-19
Core 2 Extreme QX9650,Yorkfield,4,3 GHz,Socket 775,45,N/A,130,2007-11-30
Core 2 Extreme QX9770,Yorkfield,4,3.2 GHz,Socket 775,45,N/A,136,2008-03-24
Core 2 Extreme QX9775,Yorkfield,4,3.2 GHz,Socket 771,45,N/A,150,2008-03-24
Core 2 Quad Q7600,Yorkfield,4,2.7 GHz,Socket 775,45,N/A,95,2009-08-31
Core 2 Quad Q8200,Yorkfield,4,2.333 GHz,Socket 775,45,N/A,95,2008-08-31
Core 2 Quad Q8200S,Yorkfield,4,2.333 GHz,Socket 775,45,N/A,65,2009-01-18
Core 2 Quad Q8300,Yorkfield,4,2.5 GHz,Socket 775,45,N/A,95,2008-11-30
Core 2 Quad Q8400,Yorkfield,4,2.666 GHz,Socket 775,45,N/A,95,2009-04-19
Core 2 Quad Q8400S,Yorkfield,4,2.666 GHz,Socket 775,45,N/A,65,2009-04-19
Core 2 Quad Q9300,Yorkfield,4,2.5 GHz,Socket 775,45,N/A,95,2008-03-10
Core 2 Quad Q9400,Yorkfield,4,2.666 GHz,Socket 775,45,N/A,95,2008-08-10
Core 2 Quad Q9400S,Yorkfield,4,2.666 GHz,Socket 775,45,N/A,65,2009-01-18
Core 2 Quad Q9450,Yorkfield,4,2.666 GHz,Socket 775,45,N/A,95,2008-03-25
Core 2 Quad Q9550,Yorkfield,4,2.833 GHz,Socket 775,45,N/A,95,2008-03-25
Core 2 Quad Q9550S,Yorkfield,4,2.833 GHz,Socket 775,45,N/A,65,2009-01-27
Core 2 Quad Q9650,Yorkfield,4,3 GHz,Socket 775,45,N/A,95,2008-08-10
E-240,Zacate,1,1500 MHz,Socket FT1,40,N/A,18,2011-01-04
E-300,Zacate,2,1300 MHz,Socket FT1,40,N/A,18,2011-08-22
E-350,Zacate,2,1600 MHz,Socket FT1,40,N/A,18,2011-01-04
E-450,Zacate,2,1650 MHz,Socket FT1,40,N/A,18,2011-08-22
E1-1200,Zacate,2,1400 MHz,Socket FT1,40,N/A,18,2012-06-06
E1-1500,Zacate,2,1480 MHz,Socket FT1,40,N/A,18,2013-01-06
E2-1800,Zacate,2,1700 MHz,Socket FT1,40,N/A,18,2012-06-06
E2-2000,Zacate,2,1750 MHz,Socket FT1,40,N/A,18,2013-01-06
FX-4100,Zambezi,4,3.6 to 3.9 GHz,Socket AM3+,32,8,95,2011-10-12
FX-4120,Zambezi,4,3.9 to 4.1 GHz,Socket AM3+,32,8,95,2012-10-23
FX-4150,Zambezi,4,3.8 to 4 GHz,Socket AM3+,32,8,95,2012-10-23
FX-4170,Zambezi,4,4.2 to 4.3 GHz,Socket AM3+,32,8,125,2012-02-27
FX-6100,Zambezi,6,3.3 to 3.9 GHz,Socket AM3+,32,8,95,2011-10-12
FX-6120,Zambezi,6,3.6 to 4.2 GHz,Socket AM3+,32,8,95,2012-10-23
FX-6130,Zambezi,6,3.6 to 3.9 GHz,Socket AM3+,32,8,95,2012-10-23
FX-6200,Zambezi,6,3.8 to 4.1 GHz,Socket AM3+,32,8,125,2012-02-27
FX-8100,Zambezi,8,2.8 to 3.7 GHz,Socket AM3+,32,8,95,2011-10-12
FX-8120,Zambezi,8,3.1 to 4 GHz,Socket AM3+,32,8,125,2011-10-12
FX-8140,Zambezi,8,3.2 to 4.1 GHz,Socket AM3+,32,8,95,2012-10-23
FX-8150,Zambezi,8,3.6 to 4.2 GHz,Socket AM3+,32,8,125,2011-10-12
FX-8170,Zambezi,8,3.9 to 4.5 GHz,Socket AM3+,32,8,125,2012-10-23
Athlon 200GE,Zen,2  / 4,3.2 GHz,Socket AM4,14,4,35,2018-06-01
Athlon 220GE,Zen,2  / 4,3.4 GHz,Socket AM4,14,4,35,2018-12-21
Athlon 220GE,Zen,2  / 4,3.4 GHz,Socket AM4,14,4,35,2018-12-21
Athlon 220GE,Zen,2  / 4,3.4 GHz,Socket AM4,14,4,35,2018-06-01
Athlon 240GE,Zen,2  / 4,3.5 GHz,Socket AM4,14,4,35,2018-12-21
Athlon 3000G,Zen,2  / 4,3.5 GHz,Socket AM4,14,4,35,2019-11-21
Athlon PRO 200GE,Zen,2,3.2 GHz,Socket AM4,14,4,35,2018-06-01
EPYC Embedded 3251,Zen,8  / 16,2.5 to 3.1 GHz,BGA SP4r2,14,16,50,2018-02-21
Ryzen 3 1200,Zen,4,3.1 to 3.4 GHz,Socket AM4,14,8,65,2017-07-27
Ryzen 3 1300,Zen,4,3.2 to 3.5 GHz,Socket AM4,14,8,65,2017-04-11
Ryzen 3 1300X,Zen,4,3.4 to 3.7 GHz,Socket AM4,14,8,65,2017-07-27
Ryzen 3 2300X,Zen,4,3.5 to 4.2 GHz,Socket AM4,14,4,65,2018-08-01
Ryzen 3 PRO 1200,Zen,4,3.1 to 3.4 GHz,Socket AM4,14,8,65,2017-06-29
Ryzen 3 PRO 1300,Zen,4,3.2 to 3.5 GHz,Socket AM4,14,8,65,2017-06-29
Ryzen 5 1400,Zen,4  / 8,3.2 to 3.4 GHz,Socket AM4,14,8,65,2017-04-11
Ryzen 5 1500X,Zen,4  / 8,3.5 to 3.7 GHz,Socket AM4,14,16,65,2017-04-11
Ryzen 5 1600,Zen,6  / 12,3.2 to 3.6 GHz,Socket AM4,14,16,65,2017-04-11
Ryzen 5 1600X,Zen,6  / 12,3.6 to 4 GHz,Socket AM4,14,16,95,2017-04-11
Ryzen 5 2500X,Zen,4  / 8,3.6 to 4 GHz,Socket AM4,12,16,65,2018-10-01
Ryzen 5 2600,Zen,6  / 12,3.4 to 3.9 GHz,Socket AM4,12,16,65,2018-04-19
Ryzen 5 2600E,Zen,6  / 12,3.1 to 4 GHz,Socket AM4,12,16,65,2018-09-19
Ryzen 5 2600X,Zen,6  / 12,3.6 to 4.25 GHz,Socket AM4,12,16,95,2018-04-19
Ryzen 5 PRO 1500,Zen,4  / 8,3.5 to 3.7 GHz,Socket AM4,14,16,65,2017-06-29
Ryzen 5 PRO 1600,Zen,6  / 12,3.2 to 3.6 GHz,Socket AM4,14,16,65,2017-06-29
Ryzen 5 PRO 2600,Zen,6  / 12,3.4 to 3.9 GHz,Socket AM4,12,16,65,2018-09-19
Ryzen 7 1700,Zen,8  / 16,3 to 3.7 GHz,Socket AM4,14,16,65,2017-03-02
Ryzen 7 1700X,Zen,8  / 16,3.4 to 3.8 GHz,Socket AM4,14,16,95,2017-03-02
Ryzen 7 1800X,Zen,8  / 16,3.6 to 4 GHz,Socket AM4,14,16,95,2017-03-02
Ryzen 7 2700,Zen,8  / 16,3.2 to 4.1 GHz,Socket AM4,12,16,65,2018-04-19
Ryzen 7 2700E,Zen,8  / 16,2.8 to 4 GHz,Socket AM4,12,16,65,2018-09-19
Ryzen 7 2700X,Zen,8  / 16,3.7 to 4.35 GHz,Socket AM4,12,16,105,2018-04-19
Ryzen 7 2700X 50th Anniversary,Zen,8  / 16,3.7 to 4.35 GHz,Socket AM4,12,16,105,2019-04-29
Ryzen 7 PRO 1700,Zen,8  / 16,3 to 3.7 GHz,Socket AM4,14,16,65,2017-06-29
Ryzen 7 PRO 1700X,Zen,8  / 16,3.4 to 3.8 GHz,Socket AM4,14,16,95,2017-06-29
Ryzen 7 PRO 2700,Zen,8  / 16,3.2 to 4.1 GHz,Socket AM4,12,16,65,2018-09-19
Ryzen 7 PRO 2700X,Zen,8  / 16,3.6 to 4.1 GHz,Socket AM4,12,16,95,2018-09-19
Ryzen Embedded V1202B,Zen,2  / 4,2.3 to 3.2 GHz,Socket FP5,14,2,15,2018-02-21
Ryzen Embedded V1605B,Zen,4  / 8,2 to 3.6 GHz,Socket FP5,14,2,15,2018-02-21
Ryzen Embedded V1756B,Zen,4  / 8,3.25 to 3.6 GHz,Socket FP5,14,2,45,2018-02-21
Ryzen Embedded V1807B,Zen,4  / 8,3.35 to 3.8 GHz,Socket FP5,14,2,45,2018-02-21
Ryzen Threadripper 1900,Zen,8  / 16,3.1 to 3.7 GHz,Socket SP3r2,14,32,125,2017-08-31
Ryzen Threadripper 1900X,Zen,8  / 16,3.8 to 4 GHz,Socket SP3r2,14,32,125,2017-08-31
Ryzen Threadripper 1920,Zen,12  / 24,3.2 to 3.8 GHz,Socket SP3r2,14,32,140,2017-07-29
Ryzen Threadripper 1920X,Zen,12  / 24,3.5 to 4.2 GHz,Socket SP3r2,14,32,180,2017-08-10
Ryzen Threadripper 1940,Zen,14  / 28,3.2 to 3.7 GHz,Socket SP3r2,14,32,180,2017-07-29
Ryzen Threadripper 1940X,Zen,14  / 28,3.5 to 4 GHz,Socket SP3r2,14,32,180,2017-07-29
Ryzen Threadripper 1950,Zen,16  / 32,3.2 GHz,Socket SP3r2,14,32,180,2017-07-29
Ryzen Threadripper 1950X,Zen,16  / 32,3.4 to 4 GHz,Socket SP3r2,14,32,180,2017-08-10
Ryzen Threadripper 2920X,Zen,12  / 24,3.5 to 4.3 GHz,Socket SP3r2,12,32,180,2018-10-03
Ryzen Threadripper 2950X,Zen,16  / 32,3.5 to 4.4 GHz,Socket SP3r2,12,32,180,2018-08-13
Ryzen Threadripper 2970WX,Zen,24  / 48,3 to 4.2 GHz,Socket SP3r2,12,64,250,2018-10-02
Ryzen Threadripper 2990WX,Zen,32  / 64,3 to 4.2 GHz,Socket SP3r2,12,64,250,2018-08-13
Phenom II X4 650T,Zosma,4,2.7 to 3.2 GHz,Socket AM3,45,4,95,2011-07-01
Phenom II X4 840T,Zosma,4,2.9 to 3.2 GHz,Socket AM3,45,6,95,2010-09-01
Phenom II X4 960T BE,Zosma,4,3 to 3.4 GHz,Socket AM3,45,6,95,2010-06-01
Phenom II X4 970 BE,Zosma,4,3.5 GHz,Socket AM3,45,6,125,2010-10-01
