name,codename,cores,clock,socket,process,l3_cache,tdp,released
Core i5-9600K,Coffee Lake,6,3.7 to 4.6 GHz,Socket 1151,14,9,95,2018-10-19
Core i5-9600KF,Coffee Lake,6,3.7 to 4.6 GHz,Socket 1151,14,9,95,2019-01-08
Core i7-8086K,Coffee Lake,6  / 12,4 to 5 GHz,Socket 1151,14,12,95,2018-06-05
Core i7-8670,Coffee Lake,6  / 12,3.1 to 4.4 GHz,Socket 1151,14,12,65,2018-01-01
Core i7-8670T,Coffee Lake,6  / 12,2.3 to 3.7 GHz,Socket 1151,14,12,35,2018-09-01
Core i7-8700,Coffee Lake,6  / 12,3.2 to 4.6 GHz,Socket 1151,14,12,65,2018-01-01
Core i7-8700K,Coffee Lake,6  / 12,3.7 to 4.7 GHz,Socket 1151,14,12,95,2017-10-05
Core i7-8700T,Coffee Lake,6  / 12,2.4 to 4 GHz,Socket 1151,14,12,35,2018-04-02
Core i7-9700,Coffee Lake,8,3 to 4.7 GHz,Socket 1151,14,12,65,2019-04-23
Core i7-9700F,Coffee Lake,8,3 to 4.7 GHz,Socket 1151,14,12,65,2019-04-23
Core i7-9700K,Coffee Lake,8,3.6 to 4.9 GHz,Socket 1151,14,12,95,2018-10-19
Core i7-9700KF,Coffee Lake,8,3.6 to 4.9 GHz,Socket 1151,14,12,95,2019-01-08
Pentium Gold G5400,Coffee Lake,2  / 4,3.7 GHz,Socket 1151,14,4,51,2018-04-02
Pentium Gold G5500,Coffee Lake,2  / 4,3.8 GHz,Socket 1151,14,4,51,2018-04-02
Pentium Gold G5600,Coffee Lake,2  / 4,3.9 GHz,Socket 1151,14,4,51,2018-04-02
Pentium Gold G5620,Coffee Lake,2  / 4,4 GHz,Socket 1151,14,4,51,2019-02-20
Pentium Silver J5005,Coffee Lake,4,1.5 to 2.4 GHz,BGA1090,14,N/A,10,2017-12-01
Core i5-8300H,Coffee Lake-H,4  / 8,2.3 to 3.9 GHz,BGA1440,14,12,45,2018-04-02
Core i5-8400H,Coffee Lake-H,4  / 8,2.5 to 4.1 GHz,BGA1440,14,12,45,2018-04-02
Core i7-8750H,Coffee Lake-H,6  / 12,2.2 to 4.1 GHz,BGA1440,14,12,45,2018-04-02
Core i7-8850H,Coffee Lake-H,6  / 12,2.7 to 4.3 GHz,BGA1440,14,12,45,2018-04-02
Core i9-8950HK,Coffee Lake-H,6  / 12,2.9 to 4.7 GHz,BGA1440,14,12,95,2018-04-02
Core i7-9750H,Coffee Lake-HR,6  / 12,2.6 to 4.5 GHz,BGA1440,14,12,45,2019-04-23
Core i7-9750HF,Coffee Lake-HR,6  / 12,2.6 to 4.5 GHz,BGA1440,14,12,45,2019-04-23
Core i7-9850H,Coffee Lake-HR,6  / 12,2.6 to 4.6 GHz,BGA1440,14,12,45,2019-04-23
Core i7-9850HE,Coffee Lake-HR,6  / 12,2.7 to 4.4 GHz,BGA1440,14,9,45,2019-06-30
Core i7-9850HL,Coffee Lake-HR,6  / 12,1.9 to 4.1 GHz,BGA1440,14,9,25,2019-06-30
Core i9-9880H,Coffee Lake-HR,8  / 16,2.3 to 4.8 GHz,BGA1440,14,16,45,2019-04-23
Core i9-9980HK,Coffee Lake-HR,8  / 16,2.4 to 5 GHz,BGA1440,14,16,45,2019-04-23
Core i9-9900,Coffee Lake-R,8  / 16,3.1 to 5 GHz,Socket 1151,14,16,65,2019-04-23
Core i9-9900K,Coffee Lake-R,8  / 16,3.6 to 5 GHz,Socket 1151,14,16,95,2018-10-19
Core i9-9900KF,Coffee Lake-R,8  / 16,3.6 to 5 GHz,Socket 1151,14,16,95,2019-01-08
Core i9-9900KS,Coffee Lake-R,8  / 16,4 to 5 GHz,Socket 1151,14,16,127,2019-10-28
Xeon E-2124,Coffee Lake-S,4,3.4 to 4.5 GHz,Socket 1151,14,8,72,2018-05-31
Xeon E-2124G,Coffee Lake-S,4,3.4 to 4.5 GHz,Socket 1151,14,8,72,2018-05-31
Core i3-8121U,Coffee Lake-U,2  / 4,2.2 GHz,BGA1440,10,4,28,2018-05-05
Core i5-8259U,Coffee Lake-U,4  / 8,2.3 to 3.8 GHz,BGA1356,14,6,28,2018-04-05
Celeron G5900,Comet Lake,2,3.4 GHz,Socket 1200,14,2,58,2020-04-30
Celeron G5920,Comet Lake,2,3.5 GHz,Socket 1200,14,2,58,2020-04-30
Core i3-10100,Comet Lake,4  / 8,3.6 to 4.3 GHz,Socket 1200,14,6,65,2020-04-30
Core i3-10300,Comet Lake,4  / 8,3.7 to 4.4 GHz,Socket 1200,14,8,62,2020-04-30
Core i3-10320,Comet Lake,4  / 8,3.8 to 4.6 GHz,Socket 1200,14,8,91,2020-04-30
Core i3-10350K,Comet Lake,4  / 8,4.1 to 4.8 GHz,Socket 1200,14,8,91,2020-04-30
Core i5-10400,Comet Lake,6  / 12,2.9 to 4 GHz,Socket 1200,14,12,65,2020-04-30
Core i5-10400F,Comet Lake,6  / 12,2.9 to 4.3 GHz,Socket 1200,14,12,65,2020-04-30
Core i5-10500,Comet Lake,6  / 12,3.1 to 4.6 GHz,Socket 1200,14,12,65,2020-04-30
Core i5-10600,Comet Lake,6  / 12,3.3 to 4.8 GHz,Socket 1200,14,12,65,2020-04-30
Core i5-10600K,Comet Lake,6  / 12,4.1 to 4.8 GHz,Socket 1200,14,12,125,2020-04-30
Core i5-10600KF,Comet Lake,6  / 12,4.1 to 4.8 GHz,Socket 1200,14,12,95,2020-04-30
Core i7-10700,Comet Lake,8  / 16,2.9 to 5 GHz,Socket 1200,14,16,65,2020-04-30
Core i7-10700F,Comet Lake,8  / 16,2.9 to 4.7 GHz,Socket 1200,14,16,125,2020-04-30
Core i7-10700K,Comet Lake,8  / 16,3.8 to 5.1 GHz,Socket 1200,14,16,125,2020-04-30
Core i7-10700KF,Comet Lake,8  / 16,3.8 to 5.1 GHz,Socket 1200,14,16,125,2020-04-30
Core i9-10800F,Comet Lake,10  / 20,2.7 to 5 GHz,Socket 1200,14,20,65,2020-04-30
Core i9-10900,Comet Lake,10  / 20,2.8 to 5.2 GHz,Socket 1200,14,20,65,2020-04-30
Core i9-10900F,Comet Lake,10  / 20,2.8 to 5.2 GHz,Socket 1200,14,20,95,2020-04-30
Core i9-10900K,Comet Lake,10  / 20,3.7 to 5.3 GHz,Socket 1200,14,20,125,2020-04-30
Core i9-10900KF,Comet Lake,10  / 20,3.7 to 5.3 GHz,Socket 1200,14,20,125,2020-04-30
Pentium Gold G6400,Comet Lake,2  / 4,4 GHz,Socket 1200,14,4,58,2020-04-30
Pentium Gold G6500,Comet Lake,2  / 4,4.1 GHz,Socket 1200,14,4,58,2020-04-30
Pentium Gold G6600,Comet Lake,2  / 4,4.2 GHz,Socket 1200,14,4,58,2020-04-30
Core i7-10875H,Comet Lake-H,8  / 16,2.1 to 5.1 GHz,BGA1440,14,12,45,Unknown
Core i9-10980HK,Comet Lake-H,8  / 16,2.4 to 5.3 GHz,BGA1440,14,12,45,Unknown
Core i3-10110U,Comet Lake-U,2  / 4,2.1 to 4.1 GHz,BGA1440,14,4,25,2019-08-21
Core i5-10210U,Comet Lake-U,4  / 8,1.6 to 4.2 GHz,BGA1440,14,6,25,2019-08-21
Core i7-10510U,Comet Lake-U,4  / 8,1.8 to 4.9 GHz,BGA1440,14,8,25,2019-08-21
Core i7-10710U,Comet Lake-U,6  / 12,1.1 to 4.7 GHz,BGA1440,14,12,25,2019-08-21
Core i3-10110Y,Comet Lake-Y,2  / 4,1 to 4 GHz,BGA1440,14,4,9,2019-08-21
Core i5-10210Y,Comet Lake-Y,4  / 8,1 to 4 GHz,BGA1440,14,6,9,2019-08-21
Core i5-10310Y,Comet Lake-Y,4  / 8,1.1 to 4.1 GHz,BGA1440,14,6,9,2019-08-21
Core i7-10510Y,Comet Lake-Y,4  / 8,1.2 to 4.5 GHz,BGA1440,14,8,9,2019-08-21
Core 2 Duo E6300,Conroe,2,1866 MHz,Socket 775,65,N/A,65,2006-07-27
Core 2 Duo E6320,Conroe,2,1860 MHz,Socket 775,65,N/A,65,2007-04-01
Core 2 Duo E6400,Conroe,2,2.133 GHz,Socket 775,65,N/A,65,2006-07-27
Core 2 Duo E6420,Conroe,2,2.133 GHz,Socket 775,65,N/A,65,2007-04-01
Core 2 Duo E6550,Conroe,2,2.333 GHz,Socket 775,65,N/A,65,2007-07-01
Core 2 Duo E6600,Conroe,2,2.4 GHz,Socket 775,65,N/A,65,2006-07-27
Core 2 Duo E6700,Conroe,2,2.667 GHz,Socket 775,65,N/A,65,2006-07-27
Core 2 Duo E6750,Conroe,2,2.667 GHz,Socket 775,65,N/A,65,2007-07-01
Core 2 Duo E6850,Conroe,2,3 GHz,Socket 775,65,N/A,75,2007-07-01
Xeon 5030,Dempsey,2  / 4,2.667 GHz,Socket 771,65,N/A,95,2006-05-23
Xeon 5040,Dempsey,2  / 4,2.83 GHz,Socket 771,65,N/A,95,2006-05-23
Xeon 5050,Dempsey,2  / 4,3 GHz,Socket 771,65,N/A,95,2006-05-23
Xeon 5060,Dempsey,2  / 4,3.2 GHz,Socket 771,65,N/A,130,2006-05-23
Xeon 5063,Dempsey,2  / 4,3.2 GHz,Socket 771,65,N/A,95,2006-05-23
Xeon 5080,Dempsey,2  / 4,3.73 GHz,Socket 771,65,N/A,130,2006-05-23
Phenom II 42 TWKR Black Edition,Deneb,4,2000 MHz,Socket AM3,45,6,125,2009-06-01
Phenom II X4 805,Deneb,4,2.5 GHz,Socket AM3,45,4,95,2009-02-09
Phenom II X4 810,Deneb,4,2.6 GHz,Socket AM3,45,4,95,2009-02-09
Phenom II X4 820,Deneb,4,2.8 GHz,Socket AM3,45,4,95,2009-09-01
Phenom II X4 830,Deneb,4,2.8 GHz,Socket AM3,45,4,95,2009-09-01
Phenom II X4 900e,Deneb,4,2.4 GHz,Socket AM3,45,6,65,2009-06-02
Phenom II X4 905e,Deneb,4,2.5 GHz,Socket AM3,45,6,65,2009-06-02
Phenom II X4 910,Deneb,4,2.6 GHz,Socket AM3,45,6,95,2009-02-09
Phenom II X4 910e,Deneb,4,2.6 GHz,Socket AM3,45,6,65,2010-01-25
Phenom II X4 920,Deneb,4,2.8 GHz,Socket AM3,45,6,125,2009-01-08
Phenom II X4 925,Deneb,4,2.8 GHz,Socket AM3,45,6,95,2009-05-11
Phenom II X4 940 BE,Deneb,4,3 GHz,Socket AM3,45,6,125,2009-01-08
Phenom II X4 945 (125W),Deneb,4,3 GHz,Socket AM3,45,6,125,2009-04-23
Phenom II X4 945 (95W),Deneb,4,3 GHz,Socket AM3,45,6,95,2009-07-22
Phenom II X4 955 (125W),Deneb,4,3.2 GHz,Socket AM3,45,6,125,2009-04-01
Phenom II X4 955 (95W),Deneb,4,3.2 GHz,Socket AM3,45,6,95,2009-04-01
Phenom II X4 955 BE,Deneb,4,3.2 GHz,Socket AM3,45,6,125,2009-04-23
Phenom II X4 965 BE (125W),Deneb,4,3.4 GHz,Socket AM3,45,6,125,2009-11-07
Phenom II X4 965 BE (140W),Deneb,4,3.4 GHz,Socket AM3,45,6,140,2009-08-13
Phenom II X4 970 BE,Deneb,4,3.5 GHz,Socket AM3,45,6,125,2010-09-21
Phenom II X4 975 BE,Deneb,4,3.6 GHz,Socket AM3,45,6,125,2011-01-04
Phenom II X4 980 BE,Deneb,4,3.7 GHz,Socket AM3,45,6,125,2011-05-03
Phenom II X4 B93,Deneb,4,2.8 GHz,Socket AM3,45,6,95,2009-10-01
Phenom II X4 B95,Deneb,4,3 GHz,Socket AM3,45,6,95,2009-10-01
Phenom II X4 B97,Deneb,4,3.2 GHz,Socket AM3,45,6,95,2010-05-11
Opteron X2 165,Denmark,2,1800 MHz,Socket 939,90,N/A,110,2005-08-02
Opteron X2 170,Denmark,2,2000 MHz,Socket 939,90,N/A,110,2005-08-02
Opteron X2 175,Denmark,2,2.2 GHz,Socket 939,90,N/A,110,2005-08-02
Opteron X2 180,Denmark,2,2.4 GHz,Socket 939,90,N/A,110,2005-09-26
Opteron X2 185,Denmark,2,2.6 GHz,Socket 939,90,N/A,110,2006-03-06
Z-01,Desna,2,1000 MHz,Socket FT1,40,N/A,6,2011-06-01
Atom 230,Diamondville,1  / 2,1600 MHz,BGA 437,45,N/A,4,2008-06-03
Atom 330,Diamondville,2  / 4,1600 MHz,BGA 437,45,N/A,8,2008-06-03
Atom N270,Diamondville,1  / 2,1600 MHz,BGA 437,45,N/A,3,2008-06-03
Atom N280,Diamondville,1  / 2,1667 MHz,BGA 437,45,N/A,3,2008-06-03
Pentium M 715,Dothan,1,1500 MHz,Socket 479,90,N/A,21,2004-06-23
Pentium M 725,Dothan,1,1600 MHz,Socket 479,90,N/A,21,2004-06-23
Pentium M 730,Dothan,1,1600 MHz,Socket 479,90,N/A,27,2005-01-19
Pentium M 735,Dothan,1,1700 MHz,Socket 479,90,N/A,21,2004-05-10
Pentium M 740,Dothan,1,1730 MHz,Socket 479,90,N/A,27,2005-01-19
Pentium M 745,Dothan,1,1800 MHz,Socket 479,90,N/A,21,2004-05-10
Pentium M 750,Dothan,1,1860 MHz,Socket 479,90,N/A,27,2005-01-19
Pentium M 755,Dothan,1,2000 MHz,Socket 479,90,N/A,21,2004-05-10
Pentium M 760,Dothan,1,2000 MHz,Socket 479,90,N/A,27,2005-01-19
Pentium M 765,Dothan,1,2.1 GHz,Socket 479,90,N/A,21,2004-10-20
Pentium M 770,Dothan,1,2.13 GHz,Socket 479,90,N/A,27,2005-01-19
Pentium M 780,Dothan,1,2.26 GHz,Socket 479,90,N/A,27,2005-07-25
Opteron X2 860 HE,Egypt,2,1600 MHz,Socket 940,90,N/A,55,2005-08-01
Opteron X2 865,Egypt,2,1800 MHz,Socket 940,90,N/A,95,2005-09-26
Opteron X2 865 HE,Egypt,2,1800 MHz,Socket 940,90,N/A,55,2005-08-01
Opteron X2 870,Egypt,2,2000 MHz,Socket 940,90,N/A,95,2005-09-26
Opteron X2 870 HE,Egypt,2,2000 MHz,Socket 940,90,N/A,55,2005-12-01
Opteron X2 875,Egypt,2,2.2 GHz,Socket 940,90,N/A,95,2005-09-26
Opteron X2 875 HE,Egypt,2,2.2 GHz,Socket 940,90,N/A,55,2006-02-01
Opteron X2 880,Egypt,2,2.4 GHz,Socket 940,90,N/A,95,2005-09-26
Opteron X2 885,Egypt,2,2.6 GHz,Socket 940,90,N/A,95,2006-03-06
Opteron X2 890,Egypt,2,2.8 GHz,Socket 940,90,N/A,95,2006-03-06
Xeon E5502,Gainestown,2,1866 MHz,Socket 1366,45,4,80,2009-03-30
Xeon E5503,Gainestown,2,2000 MHz,Socket 1366,45,4,80,2010-03-16
Xeon E5504,Gainestown,4,2000 MHz,Socket 1366,45,4,80,2009-03-30
Xeon E5506,Gainestown,4,2.133 GHz,Socket 1366,45,4,80,2009-03-30
Xeon E5507,Gainestown,4,2.266 GHz,Socket 1366,45,4,80,2010-03-16
Xeon E5520,Gainestown,4  / 8,2.266 to 2.533 GHz,Socket 1366,45,8,80,2009-03-30
Xeon E5530,Gainestown,4  / 8,2.4 to 2.666 GHz,Socket 1366,45,8,80,2009-03-30
Xeon E5540,Gainestown,4  / 8,2.533 to 2.8 GHz,Socket 1366,45,8,80,2009-03-30
Xeon L5506,Gainestown,4,2.133 GHz,Socket 1366,45,4,60,2009-03-30
Xeon L5508,Gainestown,2  / 4,2 to 2.4 GHz,Socket 1366,45,8,38,2009-03-30
Xeon L5518,Gainestown,4  / 8,2.133 to 2.4 GHz,Socket 1366,45,8,60,2009-03-30
Xeon L5520,Gainestown,4  / 8,2.266 to 2.533 GHz,Socket 1366,45,8,60,2009-03-30
Xeon L5530,Gainestown,4  / 8,2.4 to 2.666 GHz,Socket 1366,45,8,60,2009-08-09
Xeon W5580,Gainestown,4  / 8,3.2 to 3.466 GHz,Socket 1366,45,8,130,2009-03-30
Xeon W5590,Gainestown,4  / 8,3.333 to 3.6 GHz,Socket 1366,45,8,130,2009-08-09
Xeon X5550,Gainestown,4  / 8,2.666 to 3.066 GHz,Socket 1366,45,8,95,2009-03-30
Xeon X5560,Gainestown,4  / 8,2.8 to 3.2 GHz,Socket 1366,45,8,95,2009-03-30
Xeon X5570,Gainestown,4  / 8,2.933 to 3.333 GHz,Socket 1366,45,8,95,2009-03-30
Pentium 4 HT EE 3.20,Gallatin,1  / 2,3.2 GHz,Socket 478,130,2,110,2003-11-03
Pentium 4 HT EE 3.40,Gallatin,1  / 2,3.4 GHz,Socket 478,130,2,110,2004-06-21
Pentium 4 HT EE 3.40,Gallatin,1  / 2,3.4 GHz,Socket 775,130,2,110,2004-02-02
Pentium 4 HT EE 3.46,Gallatin,1  / 2,3.46 GHz,Socket 775,130,2,110,2004-10-31
Xeon 3.06,Gallatin,1,3.066 GHz,Socket 604,130,2,97,2003-07-14
Xeon 3.06,Gallatin,1,3.066 GHz,Socket 604,130,1,97,2003-07-14
Xeon 3.20,Gallatin,1,3.2 GHz,Socket 604,130,2,97,2004-02-01
Xeon 3.20,Gallatin,1,3.2 GHz,Socket 604,130,1,97,2003-10-06
Sempron 2600+,Georgetown,1,1600 MHz,Socket 754,90,N/A,62,2004-07-28
Sempron 2800+,Georgetown,1,1600 MHz,Socket 754,90,N/A,62,2004-07-28
Sempron 3000+,Georgetown,1,1800 MHz,Socket 754,90,N/A,62,2004-07-28
Sempron 3100+,Georgetown,1,1800 MHz,Socket 754,90,N/A,62,2005-05-03
Sempron 3300+,Georgetown,1,2000 MHz,Socket 754,90,N/A,62,2005-08-19
A10-7700K,Godaveri,4,3.5 to 3.8 GHz,Socket FM2+,28,N/A,95,2014-01-14
A10-7850K,Godaveri,4,3.7 to 4 GHz,Socket FM2+,28,N/A,95,2014-01-14
A10-7870K,Godaveri,4,3.9 to 4.1 GHz,Socket FM2+,28,N/A,95,2015-05-28
A10-7890K,Godaveri,4,4 to 4.3 GHz,Socket FM2+,28,N/A,95,2016-01-11
A8-7680,Godaveri,4,3.5 to 3.8 GHz,Socket FM2+,28,N/A,45,2018-10-26
Athlon X2 QL-60,Griffin,2,1900 MHz,Socket S1,65,N/A,35,2008-06-01
Athlon X2 QL-62,Griffin,2,2000 MHz,Socket S1,65,N/A,25,2008-09-01
Athlon X2 QL-64,Griffin,2,2.1 GHz,Socket S1,65,N/A,35,2008-12-01
Athlon X2 QL-65,Griffin,2,2.1 GHz,Socket S1,65,N/A,35,2008-12-01
Athlon X2 QL-67,Griffin,2,2.2 GHz,Socket S1,65,N/A,35,2008-12-01
Turion X2 RM-70,Griffin,2,2000 MHz,Socket S1,65,N/A,31,2006-06-01
Turion X2 RM-72,Griffin,2,2.1 GHz,Socket S1,65,N/A,35,2008-09-01
Turion X2 RM-74,Griffin,2,2.2 GHz,Socket S1,65,N/A,35,2008-12-01
Turion X2 RM-75,Griffin,2,2.2 GHz,Socket S1,65,N/A,35,2008-12-01
Turion X2 RM-77,Griffin,2,2.3 GHz,Socket S1,65,N/A,35,2008-12-01
Turion X2 Ultra ZM-80,Griffin,2,2.1 GHz,Socket S1,65,N/A,32,2008-06-01
Turion X2 Ultra ZM-82,Griffin,2,2.2 GHz,Socket S1,65,N/A,35,2008-06-01
Turion X2 Ultra ZM-84,Griffin,2,2.3 GHz,Socket S1,65,N/A,35,2008-09-01
Turion X2 Ultra ZM-85,Griffin,2,2.3 GHz,Socket S1,65,N/A,35,2008-09-01
Turion X2 Ultra ZM-86,Griffin,2,2.4 GHz,Socket S1,65,N/A,35,2008-06-01
Turion X2 Ultra ZM-87,Griffin,2,2.4 GHz,Socket S1,65,N/A,35,2008-06-01
Turion X2 Ultra ZM-88,Griffin,2,2.5 GHz,Socket S1,65,N/A,35,2008-12-01
Core i7-970,Gulftown,6  / 12,3.2 to 3.466 GHz,Socket 1366,32,12,130,2010-07-19
Core i7-980,Gulftown,6  / 12,3.333 to 3.6 GHz,Socket 1366,32,12,130,2011-06-26
Core i7-980X,Gulftown,6  / 12,3.333 to 3.6 GHz,Socket 1366,32,12,130,2010-03-16
Core i7-990X,Gulftown,6  / 12,3.466 to 3.733 GHz,Socket 1366,32,12,130,2011-02-24
Xeon W3670,Gulftown,6  / 12,3.2 to 3.466 GHz,Socket 1366,32,12,130,2010-08-29
Xeon W3680,Gulftown,6  / 12,3.333 to 3.6 GHz,Socket 1366,32,12,130,2010-03-16
Xeon W3690,Gulftown,6  / 12,3.466 to 3.733 GHz,Socket 1366,32,12,130,2011-02-14
Celeron 2950M,Haswell,2,2000 MHz,Socket G3,22,2,37,2013-09-01
Celeron 2950M,Haswell,2,2000 MHz,Socket G2 (988B),22,2,37,2013-09-01
Celeron 2955U,Haswell,2,1400 MHz,Socket G2 (988B),22,2,15,2013-09-01
Celeron 2955U,Haswell,2,1400 MHz,Socket G3,22,2,15,2013-09-01
Celeron 2961Y,Haswell,2,1100 MHz,BGA1168,22,2,12,2013-12-01
Celeron 2980U,Haswell,2,1600 MHz,Socket G3,22,2,15,2013-09-01
Celeron G1820,Haswell,2,2.7 GHz,Socket 1150,22,3,54,2013-12-01
Celeron G1820T,Haswell,2,2.4 GHz,Socket 1150,22,3,54,2013-12-01
Celeron G1820TE,Haswell,2,2.2 GHz,Socket 1150,22,3,54,2013-12-01
Celeron G1830,Haswell,2,2.8 GHz,Socket 1150,22,3,54,2013-12-01
Celeron G1840,Haswell,2,2.8 GHz,Socket 1150,22,3,54,2014-05-01
Celeron G1840T,Haswell,2,2.5 GHz,Socket 1150,22,3,54,2014-05-01
Celeron G1850,Haswell,2,2.9 GHz,Socket 1150,22,3,54,2014-05-01
Core i3-4000M,Haswell,2  / 4,2.4 GHz,Socket G3,22,3,37,2013-09-04
Core i3-4005U,Haswell,2  / 4,1700 MHz,BGA1168,22,3,15,2013-09-04
Core i3-4010U,Haswell,2  / 4,1700 MHz,BGA1168,22,3,15,2013-06-04
Core i3-4010Y,Haswell,2  / 4,1300 MHz,BGA1168,22,3,12,2013-06-04
Core i3-4100E,Haswell,2  / 4,2.4 GHz,BGA1364,22,3,37,2013-09-04
Core i3-4100U,Haswell,2  / 4,1800 MHz,BGA1168,22,3,15,2013-06-04
Core i3-4102E,Haswell,2  / 4,1600 MHz,BGA1364,22,3,25,2013-09-04
Core i3-4130,Haswell,2  / 4,3.4 GHz,Socket 1150,22,3,54,2013-09-01
Core i3-4130T,Haswell,2  / 4,2.9 GHz,Socket 1150,22,3,35,2013-09-01
Core i3-4150T,Haswell,2  / 4,2.9 GHz,Socket 1150,22,3,35,2014-05-01
Core i3-4158U,Haswell,2  / 4,2000 MHz,BGA1168,22,3,28,2013-06-04
Core i3-4160,Haswell,2  / 4,3.6 GHz,Socket 1150,22,3,54,2014-07-21
Core i3-4160T,Haswell,2  / 4,3.1 GHz,Socket 1150,22,3,35,2014-07-21
Core i3-4330,Haswell,2  / 4,3.5 GHz,Socket 1150,22,4,54,2013-09-01
Core i3-4330T,Haswell,2  / 4,3 GHz,Socket 1150,22,4,35,2013-09-01
Core i3-4340,Haswell,2  / 4,3.6 GHz,Socket 1150,22,4,54,2013-09-01
Core i3-4350,Haswell,2  / 4,3.6 GHz,Socket 1150,22,4,54,2014-05-01
Core i3-4360,Haswell,2  / 4,3.7 GHz,Socket 1150,22,4,54,2014-05-01
Core i3-4360T,Haswell,2  / 4,3.2 GHz,Socket 1150,22,4,35,2014-07-21
Core i3-4370,Haswell,2  / 4,3.8 GHz,Socket 1150,22,4,54,2014-07-21
Core i3-4370,Haswell,2  / 4,3.8 GHz,Socket 1150,22,4,54,2014-07-01
Core i5-4200U,Haswell,2  / 4,1.6 to 2.6 GHz,BGA1168,22,3,15,2013-06-04
Core i5-4200Y,Haswell,2  / 4,1400 to 1900 MHz,BGA1168,22,3,12,2013-06-04
Core i5-4210U,Haswell,2  / 4,1.7 to 2.7 GHz,BGA1168,22,3,15,2014-04-14
Core i5-4250U,Haswell,2  / 4,1.3 to 2.6 GHz,BGA1168,22,3,15,2013-06-04
Core i5-4258U,Haswell,2  / 4,2.4 to 2.9 GHz,BGA1168,22,3,28,2013-06-04
Core i5-4288U,Haswell,2  / 4,2.6 to 3.1 GHz,BGA1168,22,3,28,2013-06-04
Core i5-4300M,Haswell,2  / 4,2.6 to 3.6 GHz,Socket G3,22,3,37,2013-09-01
Core i5-4330M,Haswell,2  / 4,2.8 to 3.8 GHz,Socket G3,22,3,37,2013-09-01
Core i5-4350U,Haswell,2  / 4,1.4 to 2.9 GHz,BGA1168,22,3,15,2013-06-04
Core i5-4430,Haswell,4,3 to 3.2 GHz,Socket 1150,22,6,84,2013-06-02
Core i5-4430S,Haswell,4,2.7 to 3.2 GHz,Socket 1150,22,6,65,2013-06-02
Core i5-4440,Haswell,4,3.1 to 3.3 GHz,Socket 1150,22,6,84,2013-09-01
Core i5-4440S,Haswell,4,2.8 to 3.3 GHz,Socket 1150,22,6,65,2013-09-01
Core i5-4570,Haswell,4,3.2 to 3.6 GHz,Socket 1150,22,6,84,2013-06-02
Core i5-4570R,Haswell,4,2.7 to 3.2 GHz,BGA1364,22,4,65,2013-06-02
Core i5-4570S,Haswell,4,2.9 to 3.6 GHz,Socket 1150,22,6,65,2013-06-02
Core i5-4570T,Haswell,2  / 4,2.9 to 3.6 GHz,Socket 1150,22,4,35,2013-06-02
Core i5-4570TE,Haswell,2  / 4,2.7 to 3.3 GHz,Socket 1150,22,4,35,2013-06-02
Core i5-4590,Haswell,4,3.3 to 3.7 GHz,Socket 1150,22,6,84,2014-05-01
Core i5-4590S,Haswell,4,2.9 to 3.6 GHz,Socket 1150,22,6,65,2014-05-01
Core i5-4670,Haswell,4,3.4 to 3.8 GHz,Socket 1150,22,6,84,2013-06-02
Core i5-4670K,Haswell,4,3.4 to 3.8 GHz,Socket 1150,22,6,84,2013-06-02
Core i5-4670R,Haswell,4,3 to 3.7 GHz,BGA1364,22,4,65,2013-06-02
Core i5-4670S,Haswell,4,3.1 to 3.8 GHz,Socket 1150,22,6,65,2013-06-02
Core i5-4670T,Haswell,4,2.3 to 3.3 GHz,Socket 1150,22,6,45,2013-06-02
Core i5-4690,Haswell,4,3.4 to 3.8 GHz,Socket 1150,22,6,84,2014-05-01
Core i5-4690K,Haswell,4,3.5 to 3.9 GHz,Socket 1150,22,6,88,2014-06-02
Core i7-4600M,Haswell,2  / 4,2.9 to 3.6 GHz,Socket G3,22,4,37,2013-09-01
Core i7-4610M,Haswell,2  / 4,3 to 3.7 GHz,Socket G3,22,4,37,2014-02-01
Core i7-4700EQ,Haswell,4  / 8,2.4 to 3.4 GHz,BGA1364,22,8,47,2013-05-27
Core i7-4700MQ,Haswell,4  / 8,2.4 to 3.4 GHz,Socket G3,22,6,47,2013-05-27
Core i7-4702MQ,Haswell,4  / 8,2.2 to 3.2 GHz,Socket G3,22,8,37,2013-05-27
Core i7-4710MQ,Haswell,4  / 8,2.5 to 3.5 GHz,Socket G3,22,6,47,2013-05-27
Core i7-4712MQ,Haswell,4  / 8,2.3 to 3.3 GHz,Socket G3,22,8,37,2013-05-27
Core i7-4765T,Haswell,4  / 8,2 to 3 GHz,Socket 1150,22,8,35,2013-06-02
Core i7-4770,Haswell,4  / 8,3.4 to 3.9 GHz,Socket 1150,22,8,84,2013-06-02
Core i7-4770K,Haswell,4  / 8,3.5 to 3.9 GHz,Socket 1150,22,8,84,2013-06-02
Core i7-4770R,Haswell,4  / 8,3.2 to 3.9 GHz,BGA1364,22,6,65,2013-06-02
Core i7-4770S,Haswell,4  / 8,3.1 to 3.9 GHz,Socket 1150,22,8,65,2013-06-02
Core i7-4770T,Haswell,4  / 8,2.5 to 3.7 GHz,Socket 1150,22,8,45,2013-06-02
Core i7-4770TE,Haswell,4  / 8,2.3 to 3.3 GHz,Socket 1150,22,8,45,2013-06-02
